topic,question,answer
Lý thuyết đồ thị,thuật toán quy hoạch động là gì?,Thuật toán quy hoạch động Là thuật toán giải bài toán lớn bằng cách chia nhỏ thành các bài toán con và lưu trữ kết quả.
Lý thuyết đồ thị,thuật toán chia để trị là gì?,"Thuật toán chia để trị Là thuật toán chia bài toán thành các bài toán con tương tự, giải chúng và kết hợp kết quả."
Lý thuyết đồ thị,thuật toán quay lui là gì?,Thuật toán quay lui Là thuật toán tìm nghiệm bằng cách thử các khả năng và quay lại nếu không thỏa mãn.
Lý thuyết đồ thị,thuật toán nhánh cận là gì?,Thuật toán nhánh cận Là thuật toán tìm kiếm tối ưu bằng cách chia nhánh và đánh giá cận để loại bỏ bớt các nhánh.
Lý thuyết đồ thị,đồ thị thưa là gì?,Đồ thị thưa Là đồ thị có số lượng cạnh rất ít so với số cạnh tối đa có thể có.
Lý thuyết đồ thị,đồ thị dày là gì?,Đồ thị dày Là đồ thị có số lượng cạnh gần với số cạnh tối đa có thể có.
Lý thuyết đồ thị,đồ thị ngẫu nhiên là gì?,Đồ thị ngẫu nhiên Là đồ thị được tạo ra bằng các quá trình ngẫu nhiên.
Lý thuyết đồ thị,đồ thị thế giới nhỏ là gì?,Đồ thị thế giới nhỏ Là đồ thị mà hầu hết các đỉnh có thể đến được nhau qua một số ít bước trung gian.
Lý thuyết đồ thị,đồ thị mạng xã hội là gì?,Đồ thị mạng xã hội Là đồ thị biểu diễn các mối quan hệ giữa các cá nhân hoặc tổ chức.
Lý thuyết đồ thị,đồ thị Web là gì?,Đồ thị Web Là đồ thị biểu diễn các trang web dưới dạng đỉnh và các liên kết dưới dạng cạnh.
Lý thuyết đồ thị,PageRank là gì?,PageRank Là thuật toán xếp hạng trang web dựa trên cấu trúc liên kết của đồ thị Web.
Lý thuyết đồ thị,đồ thị tri thức là gì?,Đồ thị tri thức Là đồ thị biểu diễn các thực thể và mối quan hệ giữa chúng trong cơ sở tri thức.
Lý thuyết số,Công thức tính phi với p là số nguyên tố?,$\phi(p) = p - 1$.
Lý thuyết số,Cơ sở toán học của thuật toán Euclid là gì?,"Dựa trên tính chất $GCD(a, b) = GCD(b, a \pmod b)$."
Lý thuyết số,Ký hiệu Legendre dùng để làm gì?,Dùng để kiểm tra xem một số có phải là thặng dư bình phương modulo một số nguyên tố lẻ hay không.
Lý thuyết số,Mối liên hệ giữa GCD và LCM của hai số a và b là gì?,"$GCD(a, b) \cdot LCM(a, b) = |a \cdot b|$."
Lý thuyết số,Nguyên lý hoạt động của mã hóa công khai RSA?,Dựa trên độ khó của việc phân tích một số nguyên cực lớn thành tích của hai số nguyên tố.
Lý thuyết số,Phát biểu định lý Euler trong lý thuyết số?,"Nếu $GCD(a, n) = 1$ thì $a^{\phi(n)} \equiv 1 \pmod n$."
Lý thuyết số,Phát biểu định lý Fermat nhỏ ?,Nếu p là số nguyên tố và a không chia hết cho p thì $a^{p-1} \equiv 1 \pmod p$.
Lý thuyết số,Sàng lọc Eratosthenes dùng để làm gì?,Dùng để tìm tất cả các số nguyên tố nhỏ hơn hoặc bằng một số N cho trước một cách nhanh chóng.
Lý thuyết số,Thuật toán Euclid dùng để làm gì?,Dùng để tìm ước chung lớn nhất (GCD) của hai số nguyên một cách hiệu quả bằng phép chia dư liên tiếp.
Lý thuyết số,Thuật toán Euclid mở rộng dùng để làm gì?,"Dùng để tìm các hệ số x, y sao cho $ax + by = GCD(a, b)$."
Lý thuyết số,căn nguyên thủy modulo n là gì?,Căn nguyên thủy modulo n Là số g sao cho mọi số nguyên tố cùng nhau với n đều có thể biểu diễn dưới dạng lũy thừa của g modulo n.
Lý thuyết số,hai số nguyên tố cùng nhau là gì?,Là hai số có ước chung lớn nhất bằng 1.
Lý thuyết số,hợp số là gì?,Hợp số Là số nguyên lớn hơn 1 và có nhiều hơn hai ước dương.
Lý thuyết số,số nguyên tố là gì?,Số nguyên tố Là số nguyên lớn hơn 1 và chỉ có duy nhất hai ước dương là 1 và chính nó.
Lý thuyết số,nghịch đảo modulo của a modulo m là gì?,Nghịch đảo modulo của a modulo m Là số nguyên x sao cho $a \cdot x \equiv 1 \pmod m$.
Lý thuyết số,số Mersenne là gì?,"Số Mersenne Là số có dạng $2^p - 1$, trong đó p là một số nguyên tố."
Lý thuyết số,số giả nguyên tố là gì?,Là hợp số vượt qua được một số phép kiểm tra tính nguyên tố (như kiểm tra Fermat).
Lý thuyết số,thặng dư bình phương modulo n là gì?,Thặng dư bình phương modulo n Là số a sao cho tồn tại x thỏa mãn $x^2 \equiv a \pmod n$.
Lý thuyết số,"Trong mã hóa RSA, khóa bí mật dùng để làm gì?",Dùng để giải mã thông tin bằng cách sử dụng số mũ d là nghịch đảo của e modulo $\phi(n)$.
Lý thuyết số,"Trong mã hóa RSA, khóa công khai gồm những thành phần nào?",Gồm số n (tích hai số nguyên tố) và số mũ mã hóa e.
Lý thuyết số,Tính chất cộng của quan hệ đồng dư là gì?,Nếu $a \equiv b \pmod m$ và $c \equiv d \pmod m$ thì $a + c \equiv b + d \pmod m$.
Lý thuyết số,Tính chất của GCD liên quan đến tổ hợp tuyến tính?,"$GCD(a, b)$ là số nguyên dương nhỏ nhất có thể biểu diễn dưới dạng $ax + by$."
Lý thuyết số,Tính chất nhân của quan hệ đồng dư là gì?,Nếu $a \equiv b \pmod m$ và $c \equiv d \pmod m$ thì $a \cdot c \equiv b \cdot d \pmod m$.
Lý thuyết số,Tại sao bài toán phân tích số nguyên lại quan trọng?,Vì tính bảo mật của nhiều hệ thống mã hóa hiện đại phụ thuộc vào việc bài toán này không có thuật toán giải nhanh.
Lý thuyết số,Tại sao số 1 không được coi là số nguyên tố?,Để đảm bảo tính duy nhất của việc phân tích một số ra thừa số nguyên tố (theo định lý cơ bản của số học).
Lý thuyết số,Tại sao thuật toán Euclid mở rộng lại quan trọng trong mật mã học?,"Vì nó được dùng để tìm nghịch đảo modulo, một bước then chốt trong mã hóa RSA."
Lý thuyết số,Điều kiện để a có nghịch đảo modulo m là gì?,"a và m phải nguyên tố cùng nhau, tức là $GCD(a, m) = 1$."
Lý thuyết số,Điều kiện để a đồng dư với b modulo m qua hiệu số là gì?,Hiệu $a - b$ phải chia hết cho m.
Lý thuyết số,Định lý cơ bản của số học là gì?,Mọi số nguyên lớn hơn 1 đều có thể biểu diễn duy nhất dưới dạng tích các số nguyên tố.
Lý thuyết số,Định lý số dư Trung Hoa dùng để làm gì?,Dùng để giải hệ phương trình đồng dư bậc nhất với các modulo nguyên tố cùng nhau từng đôi một.
Lý thuyết số,bội chung nhỏ nhất là gì?,Bội chung nhỏ nhất Là số nguyên dương nhỏ nhất là bội của cả hai số nguyên a và b.
Lý thuyết số,hàm số Euler phi là gì?,Hàm số Euler phi Là số lượng các số nguyên dương nhỏ hơn hoặc bằng n và nguyên tố cùng nhau với n.
Lý thuyết số,hàm số Mobius mu là gì?,"Hàm số Mobius mu Là hàm số nhận giá trị 1, -1 hoặc 0 tùy thuộc vào cấu trúc thừa số nguyên tố của n, dùng trong công thức đảo ngược Mobius."
Lý thuyết số,logarit rời rạc là gì?,"Logarit rời rạc Là bài toán tìm x sao cho $a^x \equiv b \pmod n$, đây là bài toán khó và là cơ sở cho nhiều hệ mật mã."
Lý thuyết số,quan hệ chia hết giữa hai số nguyên là gì?,Số nguyên a chia hết cho số nguyên b (b khác 0) nếu tồn tại số nguyên c sao cho a = b*c.
Lý thuyết số,quan hệ đồng dư modulo m là gì?,"Hai số a và b đồng dư modulo m nếu chúng có cùng số dư khi chia cho m, ký hiệu $a \equiv b \pmod m$."
Lý thuyết số,số hoàn hảo là gì?,Số hoàn hảo Là số nguyên dương bằng tổng các ước dương của nó (ngoại trừ chính nó).
Lý thuyết số,thương và số dư trong phép chia Euclid là gì?,"Với hai số nguyên a và b (b > 0), tồn tại duy nhất q và r sao cho a = bq + r và 0 <= r < b."
Lý thuyết số,ước chung lớn nhất là gì?,Ước chung lớn nhất Là số nguyên dương lớn nhất chia hết cho cả hai số nguyên a và b.
Lý thuyết số,số nguyên tố cùng nhau từng đôi một là gì?,Số nguyên tố cùng nhau từng đôi một Là một tập các số mà bất kỳ hai số nào trong đó cũng có GCD bằng 1.
Lý thuyết số,số dư trong phép chia là gì?,Là giá trị r thỏa mãn $0 \le r < |b|$ trong phép chia $a = bq + r$.
Lý thuyết số,Phát biểu định lý số dư Trung Hoa cho hệ hai phương trình?,"Hệ $x \equiv a \pmod m, x \equiv b \pmod n$ có nghiệm duy nhất modulo $m \cdot n$ nếu $GCD(m, n) = 1$."
Lý thuyết số,bậc của a modulo n là gì?,Bậc của a modulo n Là số nguyên dương k nhỏ nhất sao cho $a^k \equiv 1 \pmod n$.
Lý thuyết số,Mối liên hệ giữa bậc của a và hàm phi Euler?,Bậc của a modulo n luôn là một ước của $\phi(n)$.
Lý thuyết số,thặng dư bình phương là gì?,Thặng dư bình phương Là số a sao cho phương trình $x^2 \equiv a \pmod n$ có nghiệm.
Lý thuyết số,Tiêu chuẩn Euler về thặng dư bình phương là gì?,$a^{(p-1)/2} \equiv 1 \pmod p$ nếu a là thặng dư bình phương modulo p.
Lý thuyết số,Ký hiệu Legendre $$ nhận giá trị bằng mấy nếu a không là thặng dư bình phương?,Nhận giá trị bằng -1.
Lý thuyết số,Định lý tương hỗ bình phương là gì?,Mô tả mối quan hệ giữa tính thặng dư bình phương của hai số nguyên tố lẻ khác nhau.
Lý thuyết số,số hoàn hảo chẵn là gì?,Mọi số hoàn hảo chẵn đều có dạng $2^{p-1}(2^p - 1)$ với $2^p - 1$ là số nguyên tố Mersenne.
Lý thuyết số,hàm số ước số $\sigma$ là gì?,Là tổng tất cả các ước dương của số nguyên n.
Lý thuyết số,hàm số đếm ước số $\tau$ là gì?,Hàm số đếm ước số $\tau$ Là số lượng các ước dương của số nguyên n.
Lý thuyết số,số siêu nguyên tố là gì?,"Số siêu nguyên tố Là số nguyên tố mà khi xóa dần các chữ số từ bên phải, các số còn lại vẫn là số nguyên tố."
Lý thuyết số,phương trình Diophantine là gì?,Là phương trình đại số yêu cầu tìm nghiệm trong tập số nguyên.
Lý thuyết số,Phương trình $ax + by = c$ có nghiệm nguyên khi nào?,"Khi và chỉ khi c chia hết cho $GCD(a, b)$."
Lý thuyết số,bộ số Pythagore là gì?,"Là bộ ba số nguyên dương $(a, b, c)$ thỏa mãn $a^2 + b^2 = c^2$."
Lý thuyết số,Phát biểu định lý cuối cùng của Fermat ?,Phương trình $x^n + y^n = z^n$ không có nghiệm nguyên dương với mọi $n > 2$.
Lý thuyết số,Tại sao bài toán phân tích số ra thừa số nguyên tố lại được coi là bài toán một chiều?,Vì việc nhân hai số nguyên tố rất nhanh nhưng việc tìm lại hai thừa số đó từ tích của chúng lại rất chậm.
Lý thuyết số,hàm số Mobius $\mu$ là gì?,"Bằng 1 nếu n=1, bằng $(-1)^k$ nếu n là tích của k số nguyên tố phân biệt, và bằng 0 nếu n chứa ước là bình phương."
Lý thuyết số,Công thức đảo ngược Mobius dùng để làm gì?,Dùng để biểu diễn một hàm số thông qua tổng của một hàm số khác trên các ước của n.
Lý thuyết số,số giả nguyên tố Carmichael là gì?,Là hợp số n thỏa mãn $a^{n-1} \equiv 1 \pmod n$ với mọi a nguyên tố cùng nhau với n.
Lý thuyết số,hệ mật mã khóa công khai là gì?,Là hệ thống sử dụng hai khóa khác nhau: một khóa để mã hóa (công khai) và một khóa để giải mã (bí mật).
Lý thuyết số,Tại sao số nguyên tố lớn lại cần thiết cho RSA?,Để đảm bảo rằng việc phân tích tích của chúng là bất khả thi với các máy tính hiện nay.
Lý thuyết số,chứng thực số là gì?,Là ứng dụng của mật mã học để xác nhận nguồn gốc và tính toàn vẹn của một thông điệp.
Lý thuyết số,phân số liên tục là gì?,Phân số liên tục Là cách biểu diễn một số dưới dạng một số nguyên cộng với nghịch đảo của một phân số liên tục khác.
Lý thuyết số,Tại sao phân số liên tục lại quan trọng?,Vì chúng cung cấp những xấp xỉ hữu tỷ tốt nhất cho các số vô tỷ.
Lý thuyết số,số đại số là gì?,Số đại số Là số thực là nghiệm của một đa thức với các hệ số hữu tỷ.
Lý thuyết số,số siêu việt là gì?,Số siêu việt Là số thực không phải là nghiệm của bất kỳ đa thức nào với các hệ số hữu tỷ (ví dụ $\pi$ hoặc $e$).
Lý thuyết số,Định lý Dirichlet về số nguyên tố trong cấp số cộng là gì?,"Nếu $GCD(a, d) = 1$ thì có vô số số nguyên tố có dạng $a + kd$."
Lý thuyết số,số nguyên tố sinh đôi là gì?,"Là cặp hai số nguyên tố hơn kém nhau 2 đơn vị (ví dụ 3 và 5, 11 và 13)."
Quan hệ,quan hệ hai ngôi là gì là gì?,"Quan hệ hai ngôi là gì Là một tập con của tích Descartes A x B, gồm các cặp thứ tự (a, b) thỏa mãn một điều kiện nào đó."
Quan hệ,quan hệ trên tập hợp A là gì?,"Quan hệ trên tập hợp A Là một quan hệ mà tập nguồn và tập đích đều là tập A, tức là một tập con của A x A."
Quan hệ,tính phản xạ của một quan hệ là gì?,"Mọi phần tử a trong A đều có quan hệ với chính nó, tức là (a, a) thuộc R."
Quan hệ,tính đối xứng của một quan hệ là gì?,Nếu a có quan hệ với b thì b cũng phải có quan hệ với a.
Quan hệ,tính bắc cầu của một quan hệ là gì?,Nếu a có quan hệ với b và b có quan hệ với c thì a phải có quan hệ với c.
Quan hệ,tính phản đối xứng của một quan hệ là gì?,Nếu a có quan hệ với b và b có quan hệ với a thì a và b phải trùng nhau.
Quan hệ,quan hệ tương đương là gì?,"Quan hệ tương đương Là quan hệ thỏa mãn đồng thời ba tính chất: phản xạ, đối xứng và bắc cầu."
Quan hệ,lớp tương đương của một phần tử là gì?,Lớp tương đương của một phần tử Là tập hợp tất cả các phần tử có quan hệ tương đương với phần tử đó.
Quan hệ,Tại sao các lớp tương đương lại tạo thành một phân hoạch của tập hợp?,Vì chúng rời nhau và hợp của tất cả các lớp tương đương chính là tập hợp ban đầu.
Quan hệ,quan hệ thứ tự bán phần là gì?,"Quan hệ thứ tự bán phần Là quan hệ thỏa mãn đồng thời ba tính chất: phản xạ, phản đối xứng và bắc cầu."
Quan hệ,tập sắp thứ tự bộ phận là gì?,Tập sắp thứ tự bộ phận Là một tập hợp đi kèm với một quan hệ thứ tự bán phần trên nó.
Quan hệ,quan hệ thứ tự toàn phần là gì?,Quan hệ thứ tự toàn phần Là quan hệ thứ tự mà mọi cặp phần tử đều có thể so sánh được với nhau.
Quan hệ,phần tử tối đại trong POSET là gì?,Là phần tử mà không có phần tử nào khác lớn hơn nó theo quan hệ thứ tự đang xét.
Quan hệ,phần tử tối tiểu trong POSET là gì?,Là phần tử mà không có phần tử nào khác nhỏ hơn nó theo quan hệ thứ tự đang xét.
Quan hệ,phần tử lớn nhất trong POSET là gì?,Là phần tử lớn hơn hoặc bằng mọi phần tử khác trong tập hợp.
Quan hệ,phần tử nhỏ nhất trong POSET là gì?,Là phần tử nhỏ hơn hoặc bằng mọi phần tử khác trong tập hợp.
Quan hệ,Sự khác biệt giữa phần tử tối đại và phần tử lớn nhất là gì?,"Phần tử lớn nhất là duy nhất và so sánh được với tất cả, còn phần tử tối đại có thể có nhiều và không nhất thiết so sánh được với mọi phần tử."
Quan hệ,chặn trên của một tập con là gì?,Là phần tử lớn hơn hoặc bằng tất cả các phần tử trong tập con đó.
Quan hệ,chặn dưới của một tập con là gì?,Là phần tử nhỏ hơn hoặc bằng tất cả các phần tử trong tập con đó.
Quan hệ,chặn trên nhỏ nhất là gì?,Là phần tử nhỏ nhất trong số tất cả các chặn trên của một tập con.
Quan hệ,chặn dưới lớn nhất là gì?,Là phần tử lớn nhất trong số tất cả các chặn dưới của một tập con.
Quan hệ,lưới trong lý thuyết quan hệ là gì?,Lưới trong lý thuyết quan hệ Là một POSET mà mọi cặp phần tử đều có chặn trên nhỏ nhất và chặn dưới lớn nhất duy nhất.
Quan hệ,Biểu đồ Hasse dùng để làm gì?,Dùng để biểu diễn trực quan một quan hệ thứ tự bán phần bằng cách lược bỏ các cạnh phản xạ và bắc cầu dư thừa.
Quan hệ,Cách vẽ một biểu đồ Hasse từ một POSET?,Vẽ các đỉnh sao cho phần tử lớn hơn nằm phía trên và nối một cạnh đi lên nếu có quan hệ trực tiếp (không qua trung gian).
Quan hệ,bao đóng phản xạ của một quan hệ là gì?,Bao đóng phản xạ của một quan hệ Là quan hệ nhỏ nhất chứa quan hệ ban đầu và có tính chất phản xạ.
Quan hệ,bao đóng đối xứng của một quan hệ là gì?,Bao đóng đối xứng của một quan hệ Là quan hệ nhỏ nhất chứa quan hệ ban đầu và có tính chất đối xứng.
Quan hệ,bao đóng bắc cầu của một quan hệ là gì?,Bao đóng bắc cầu của một quan hệ Là quan hệ nhỏ nhất chứa quan hệ ban đầu và có tính chất bắc cầu.
Quan hệ,Thuật toán Warshall dùng để làm gì?,Dùng để tìm bao đóng bắc cầu của một quan hệ trên tập hữu hạn một cách hiệu quả bằng ma trận.
Quan hệ,quan hệ ngược là gì?,Quan hệ ngược Là quan hệ thu được bằng cách hoán đổi vị trí các phần tử trong mỗi cặp của quan hệ ban đầu.
Quan hệ,hợp thành của hai quan hệ là gì?,Hợp thành của hai quan hệ Là quan hệ nối từ tập A đến tập C thông qua một tập trung gian B.
Quan hệ,Ma trận biểu diễn quan hệ là gì?,Là ma trận nhị phân mà giá trị tại hàng i cột j bằng 1 nếu phần tử i có quan hệ với phần tử j.
Quan hệ,Làm thế nào để kiểm tra tính phản xạ qua ma trận quan hệ?,Kiểm tra xem tất cả các phần tử trên đường chéo chính có bằng 1 hay không.
Quan hệ,Làm thế nào để kiểm tra tính đối xứng qua ma trận quan hệ?,Kiểm tra xem ma trận đó có đối xứng qua đường chéo chính hay không ($M = M^T$).
Quan hệ,Làm thế nào để kiểm tra tính phản đối xứng qua ma trận quan hệ?,Kiểm tra nếu $M_{ij}=1$ và $M_{ji}=1$ (với $i$ khác $j$) thì điều này không được xảy ra.
Quan hệ,quan hệ tương đương n modulo là gì?,Quan hệ tương đương n modulo Là quan hệ trên tập số nguyên mà hai số có cùng số dư khi chia cho n.
Quan hệ,chuỗi trong một POSET là gì?,Chuỗi trong một POSET Là một tập con mà mọi cặp phần tử đều có thể so sánh được với nhau.
Quan hệ,phản chuỗi trong một POSET là gì?,Phản chuỗi trong một POSET Là một tập con mà không có bất kỳ hai phần tử phân biệt nào có thể so sánh được với nhau.
Quan hệ,Định lý Dilworth trong lý thuyết quan hệ là gì?,Kích thước của phản chuỗi lớn nhất bằng số lượng chuỗi tối thiểu cần thiết để phủ hết tập hợp.
Quan hệ,Tại sao quan hệ rỗng trên tập hợp khác rỗng lại có tính đối xứng?,"Vì điều kiện 'Nếu (a, b) thuộc R thì (b, a) thuộc R' luôn đúng do giả thiết luôn sai (Vacuously true)."
Quan hệ,Quan hệ đồng nhất trên tập A có những tính chất gì?,"Nó vừa là quan hệ tương đương, vừa là quan hệ thứ tự bán phần."
Quan hệ,phần tử kề trực tiếp trong POSET là gì?,Phần tử y kề trực tiếp x nếu x < y và không tồn tại z sao cho x < z < y.
Quan hệ,Lưới phân phối là gì?,Là lưới mà các phép toán nối (Join) và gặp (Meet) tuân theo luật phân phối lẫn nhau.
Quan hệ,Lưới bù là gì?,Là lưới mà mọi phần tử đều có phần tử bù sao cho phép nối của chúng ra phần tử lớn nhất và phép gặp ra phần tử nhỏ nhất.
Quan hệ,đại số Boole qua lý thuyết lưới là gì?,"Đại số Boole qua lý thuyết lưới Là một lưới vừa có tính phân phối, vừa có tính bù."
Quan hệ,quan hệ n-ngôi là gì?,"Quan hệ n-ngôi Là tập con của tích Descartes của n tập hợp, dùng để biểu diễn các quan hệ phức tạp trong cơ sở dữ liệu."
Quan hệ,khóa trong quan hệ cơ sở dữ liệu là gì?,Khóa trong quan hệ cơ sở dữ liệu Là một tập hợp các thuộc tính định danh duy nhất cho mỗi bản ghi trong quan hệ.
Quan hệ,chọn trong đại số quan hệ là gì?,Chọn trong đại số quan hệ Là việc trích xuất các hàng thỏa mãn một điều kiện nhất định từ một quan hệ.
Quan hệ,chiếu trong đại số quan hệ là gì?,Chiếu trong đại số quan hệ Là việc trích xuất các cột cụ thể từ một quan hệ.
Quan hệ,kết nối trong đại số quan hệ là gì?,Kết nối trong đại số quan hệ Là việc kết hợp hai quan hệ dựa trên các thuộc tính chung.
Quan hệ,Tại sao lý thuyết quan hệ là nền tảng của các hệ quản trị cơ sở dữ liệu?,Vì dữ liệu được tổ chức dưới dạng các bảng (quan hệ) và các truy vấn dựa trên các phép toán đại số quan hệ.
Xác suất rời rạc,Công thức cộng xác suất cho hai biến cố xung khắc?,$P(A \cup B) = P(A) + P(B)$.
Xác suất rời rạc,Công thức cộng xác suất tổng quát cho hai biến cố bất kỳ?,$P(A \cup B) = P(A) + P(B) - P(A \cap B)$.
Xác suất rời rạc,Công thức của luật Phân phối là gì?,$x \wedge (y \vee z) = (x \wedge y) \vee (x \wedge z)$
Xác suất rời rạc,Công thức toán học của định lý Bayes?,$P(A|B) = \frac{P(B|A) \cdot P(A)}{P(B)}$.
Xác suất rời rạc,Công thức tính kỳ vọng của biến ngẫu nhiên X?,$E(X) = \sum x_i \cdot P(X=x_i)$.
Xác suất rời rạc,Công thức tính phương sai của tổng hai biến ngẫu nhiên độc lập?,$Var(X+Y) = Var(X) + Var(Y)$.
Xác suất rời rạc,Công thức tính phương sai qua kỳ vọng?,$Var(X) = E(X^2) - [E(X)]^2$.
Xác suất rời rạc,Công thức tính xác suất có điều kiện?,"$P(A|B) = \frac{P(A \cap B)}{P(B)}$, với điều kiện $P(B) > 0$."
Xác suất rời rạc,Công thức tính xác suất của biến cố đối?,$P(\bar{A}) = 1 - P(A)$.
Xác suất rời rạc,Công thức tính xác suất k lần thành công trong n phép thử Bernoulli?,$P_n(k) = C_n^k p^k (1-p)^{n-k}$.
Xác suất rời rạc,Công thức xác suất Bernoulli ?,Dùng để tính xác suất có đúng k lần thành công trong n phép thử độc lập.
Xác suất rời rạc,Kỳ vọng của biến ngẫu nhiên chỉ thị bằng bao nhiêu?,Bằng chính xác suất xảy ra của biến cố đó.
Xác suất rời rạc,Kỳ vọng của biến ngẫu nhiên tuân theo phân phối nhị thức là bao nhiêu?,$E(X) = n \cdot p$.
Xác suất rời rạc,Kỳ vọng và phương sai của phân phối Poisson có đặc điểm gì?,Chúng bằng nhau và đều bằng tham số $\lambda$ của phân phối.
Xác suất rời rạc,Phát biểu bất đẳng thức Chebyshev?,Dùng để ước lượng xác suất biến ngẫu nhiên lệch khỏi kỳ vọng quá một khoảng k lần độ lệch chuẩn.
Xác suất rời rạc,Phát biểu bất đẳng thức Markov?,Cho phép ước lượng giới hạn trên của xác suất biến ngẫu nhiên không âm vượt quá một giá trị cho trước dựa vào kỳ vọng.
Xác suất rời rạc,Phát biểu công thức xác suất đầy đủ ?,Xác suất của biến cố $B$ được tính bằng tổng các tích $P(A_i) \cdot P(B|A_i)$ với $A_i$ là một hệ đầy đủ các biến cố.
Xác suất rời rạc,Phát biểu nội dung luật Phân phối?,Luật Phân phối có công thức: $x \wedge (y \vee z) = (x \wedge y) \vee (x \wedge z)$.
Xác suất rời rạc,Phát biểu định lý Bayes ?,Là công thức tính xác suất hậu nghiệm $P(A|B)$ dựa trên xác suất tiên nghiệm và xác suất có điều kiện ngược lại.
Xác suất rời rạc,Phát biểu định lý Nhị thức Newton?,$(a+b)^n = \sum_{k=0}^n C_n^k a^{n-k} b^k$.
Xác suất rời rạc,Phương sai của biến ngẫu nhiên tuân theo phân phối nhị thức là bao nhiêu?,$Var(X) = n \cdot p \cdot (1-p)$.
Xác suất rời rạc,Phương sai của một hằng số bằng bao nhiêu?,"Bằng 0, vì hằng số không bao giờ dao động xung quanh giá trị trung bình."
Xác suất rời rạc,biến cố kéo theo là gì?,Biến cố A kéo theo B nếu mọi kết quả thuận lợi cho A cũng là kết quả thuận lợi cho B.
Xác suất rời rạc,biến cố đối là gì?,"Biến cố đối Là biến cố xảy ra khi và chỉ khi biến cố ban đầu không xảy ra, ký hiệu là $\bar{A}$."
Xác suất rời rạc,biến ngẫu nhiên rời rạc là gì?,Biến ngẫu nhiên rời rạc Là biến lượng nhận các giá trị rời rạc (đếm được) với các xác suất xác định tương ứng.
Xác suất rời rạc,bài toán chia đồ vật giống nhau vào các hộp khác nhau là gì?,Bài toán chia đồ vật giống nhau vào các hộp khác nhau Là bài toán tìm số cách phân phối k vật đồng nhất vào n ngăn phân biệt (tổ hợp lặp).
Xác suất rời rạc,giá trị Mod của biến ngẫu nhiên rời rạc là gì?,Là giá trị mà tại đó xác suất đạt giá trị lớn nhất.
Xác suất rời rạc,hai biến cố xung khắc là gì?,"Là hai biến cố không thể đồng thời xảy ra trong cùng một phép thử, tức là $A \cap B = \emptyset$."
Xác suất rời rạc,hai biến cố đối lập là gì?,Là hai biến cố mà nếu cái này không xảy ra thì cái kia bắt buộc phải xảy ra.
Xác suất rời rạc,hai biến cố độc lập là gì?,Là hai biến cố mà việc xảy ra của biến cố này không làm ảnh hưởng đến xác suất xảy ra của biến cố kia.
Xác suất rời rạc,hàm khả biến trong định lý Bayes là gì?,Là xác suất quan sát thấy bằng chứng B nếu giả thuyết A là đúng.
Xác suất rời rạc,hệ số tương quan là gì?,"Là đại lượng chuẩn hóa của hiệp phương sai, nằm trong khoảng từ -1 đến 1."
Xác suất rời rạc,không gian mẫu là gì?,"Không gian mẫu Là tập hợp tất cả các kết quả có thể xảy ra của một phép thử ngẫu nhiên, ký hiệu là $S$ hoặc $\Omega$."
Xác suất rời rạc,lát lưới trong ngữ cảnh đại số Boole là gì?,Lát lưới trong ngữ cảnh đại số Boole Là một cấu trúc toán học mà đại số Boole là một trường hợp đặc biệt có tính phân phối và có phần tử bù.
Xác suất rời rạc,phép thử ngẫu nhiên là gì?,Phép thử ngẫu nhiên Là một hành động hoặc quy trình mà kết quả không thể dự đoán chính xác trước khi thực hiện.
Xác suất rời rạc,phân phối Poisson là gì?,Là phân phối mô tả số lần xảy ra của một sự kiện trong một khoảng thời gian hoặc không gian cố định.
Xác suất rời rạc,phân phối hình học là gì?,Mô tả số phép thử Bernoulli cần thiết để có được lần thành công đầu tiên.
Xác suất rời rạc,phân phối nhị thức là gì?,Là phân phối xác suất của số lần thành công trong một chuỗi n phép thử Bernoulli độc lập.
Xác suất rời rạc,tỷ lệ dương tính giả trong bài toán Bayes là gì?,Là xác suất kết quả xét nghiệm là dương tính trong khi đối tượng thực tế không mắc bệnh.
Xác suất rời rạc,tỷ lệ âm tính giả trong bài toán Bayes là gì?,Là xác suất kết quả xét nghiệm là âm tính trong khi đối tượng thực tế đang mắc bệnh.
Xác suất rời rạc,xác suất hậu nghiệm là gì?,Là xác suất của một biến cố được cập nhật sau khi đã quan sát thấy một bằng chứng hoặc dữ liệu cụ thể.
Xác suất rời rạc,xác suất tiên nghiệm là gì?,Là xác suất của một biến cố được xác định trước khi có thêm thông tin hoặc dữ liệu mới.
Xác suất rời rạc,Tính chất tuyến tính của kỳ vọng là gì?,"$E(aX + bY) = aE(X) + bE(Y)$ với mọi hằng số a, b."
Xác suất rời rạc,Tại sao các bất đẳng thức xác suất lại quan trọng khi không biết phân phối cụ thể?,Vì chúng giúp đưa ra các đánh giá an toàn về độ rủi ro chỉ dựa trên kỳ vọng và phương sai.
Xác suất rời rạc,Tại sao kỳ vọng của hằng số c lại bằng chính nó?,"Vì hằng số không có tính ngẫu nhiên, giá trị trung bình luôn là chính nó."
Xác suất rời rạc,Tại sao luật Phân phối quan trọng trong việc rút gọn hàm?,Vì nó giúp thay thế biểu thức phức tạp bằng (x \wedge y) \vee (x \wedge z)$.
